Feature_name_B	Feature_name_B_prev	Feature_name_B_next
intergenic*YFR011C_tY(GUA)F1	YFR011C	tY(GUA)F1
tY(GUA)F1	intergenic*YFR011C_tY(GUA)F1	intergenic*tY(GUA)F1_ARS606
intergenic*tY(GUA)F1_ARS606	tY(GUA)F1	ARS606
ARS606	intergenic*tY(GUA)F1_ARS606	intergenic*ARS606_YFR012W
intergenic*ARS606_YFR012W	ARS606	YFR012W
YFR012W	intergenic*ARS606_YFR012W	intergenic*YFR012W_YFR012W-A
intergenic*YFR012W_YFR012W-A	YFR012W	YFR012W-A
YFR012W-A	intergenic*YFR012W_YFR012W-A	intergenic*YFR012W-A_YFR013W
intergenic*YFR012W-A_YFR013W	YFR012W-A	YFR013W
YFR013W	intergenic*YFR012W-A_YFR013W	intergenic*YFR013W_YFR014C
intergenic*YFR013W_YFR014C	YFR013W	YFR014C
YFR014C	intergenic*YFR013W_YFR014C	intergenic*YFR014C_YFR015C
intergenic*YFR014C_YFR015C	YFR014C	YFR015C
YFR015C	intergenic*YFR014C_YFR015C	intergenic*YFR015C_YFR016C
intergenic*YFR015C_YFR016C	YFR015C	YFR016C
YFR016C	intergenic*YFR015C_YFR016C	intergenic*YFR016C_tG(GCC)F2
intergenic*YFR016C_tG(GCC)F2	YFR016C	tG(GCC)F2
tG(GCC)F2	intergenic*YFR016C_tG(GCC)F2	intergenic*tG(GCC)F2_YFR017C
intergenic*tG(GCC)F2_YFR017C	tG(GCC)F2	YFR017C
YFR017C	intergenic*tG(GCC)F2_YFR017C	intergenic*YFR017C_YFR018C
intergenic*YFR017C_YFR018C	YFR017C	YFR018C
YFR018C	intergenic*YFR017C_YFR018C	intergenic*YFR018C_YFR019W
intergenic*YFR018C_YFR019W	YFR018C	YFR019W
YFR019W	intergenic*YFR018C_YFR019W	intergenic*YFR019W_tS(GCU)F
intergenic*YFR019W_tS(GCU)F	YFR019W	tS(GCU)F
tS(GCU)F	intergenic*YFR019W_tS(GCU)F	intergenic*tS(GCU)F_YFRCdelta9
intergenic*tS(GCU)F_YFRCdelta9	tS(GCU)F	YFRCdelta9
YFRCdelta9	intergenic*tS(GCU)F_YFRCdelta9	intergenic*YFRCdelta9_YFR020W
intergenic*YFRCdelta9_YFR020W	YFRCdelta9	YFR020W
YFR020W	intergenic*YFRCdelta9_YFR020W	intergenic*YFR020W_YFR021W
intergenic*YFR020W_YFR021W	YFR020W	YFR021W
YFR021W	intergenic*YFR020W_YFR021W	intergenic*YFR021W_YFR022W
intergenic*YFR021W_YFR022W	YFR021W	YFR022W
YFR022W	intergenic*YFR021W_YFR022W	intergenic*YFR022W_RUF22
intergenic*YFR022W_RUF22	YFR022W	RUF22
RUF22	intergenic*YFR022W_RUF22	ARS607
ARS607	RUF22	intergenic*RUF22_YFR023W
intergenic*RUF22_YFR023W	ARS607	YFR023W
YFR023W	intergenic*RUF22_YFR023W	intergenic*YFR023W_YFR024C-A
intergenic*YFR023W_YFR024C-A	YFR023W	YFR024C-A
YFR024C-A	intergenic*YFR023W_YFR024C-A	intergenic*YFR024C-A_YFR025C
intergenic*YFR024C-A_YFR025C	YFR024C-A	YFR025C
YFR025C	intergenic*YFR024C-A_YFR025C	intergenic*YFR025C_tA(AGC)F
intergenic*YFR025C_tA(AGC)F	YFR025C	tA(AGC)F
tA(AGC)F	intergenic*YFR025C_tA(AGC)F	intergenic*tA(AGC)F_YFR026C
intergenic*tA(AGC)F_YFR026C	tA(AGC)F	YFR026C
YFR026C	intergenic*tA(AGC)F_YFR026C	intergenic*YFR026C_YFRWdelta10
intergenic*YFR026C_YFRWdelta10	YFR026C	YFRWdelta10
YFRWdelta10	intergenic*YFR026C_YFRWdelta10	intergenic*YFRWdelta10_YFR027W
intergenic*YFRWdelta10_YFR027W	YFRWdelta10	YFR027W
YFR027W	intergenic*YFRWdelta10_YFR027W	intergenic*YFR027W_YFR028C
intergenic*YFR027W_YFR028C	YFR027W	YFR028C
YFR028C	intergenic*YFR027W_YFR028C	intergenic*YFR028C_tY(GUA)F2
intergenic*YFR028C_tY(GUA)F2	YFR028C	tY(GUA)F2
tY(GUA)F2	intergenic*YFR028C_tY(GUA)F2	intergenic*tY(GUA)F2_YFR029W
intergenic*tY(GUA)F2_YFR029W	tY(GUA)F2	YFR029W
YFR029W	intergenic*tY(GUA)F2_YFR029W	intergenic*YFR029W_YFR030W
intergenic*YFR029W_YFR030W	YFR029W	YFR030W
YFR030W	intergenic*YFR029W_YFR030W	ARS608
ARS608	YFR030W	YFR031C
YFR031C	ARS608	intergenic*YFR031C_YFR031C-A
intergenic*YFR031C_YFR031C-A	YFR031C	YFR031C-A
YFR031C-A	intergenic*YFR031C_YFR031C-A	intergenic*YFR031C-A_RUF23
intergenic*YFR031C-A_RUF23	YFR031C-A	RUF23
RUF23	intergenic*YFR031C-A_RUF23	intergenic*RUF23_YFR032C
intergenic*RUF23_YFR032C	RUF23	YFR032C
YFR032C	intergenic*RUF23_YFR032C	intergenic*YFR032C_YFR032C-A
intergenic*YFR032C_YFR032C-A	YFR032C	YFR032C-A
YFR032C-A	intergenic*YFR032C_YFR032C-A	intergenic*YFR032C-A_YFR032C-B
intergenic*YFR032C-A_YFR032C-B	YFR032C-A	YFR032C-B
YFR032C-B	intergenic*YFR032C-A_YFR032C-B	intergenic*YFR032C-B_YFR033C
intergenic*YFR032C-B_YFR033C	YFR032C-B	YFR033C
YFR033C	intergenic*YFR032C-B_YFR033C	intergenic*YFR033C_YFR034C
intergenic*YFR033C_YFR034C	YFR033C	YFR034C
YFR034C	intergenic*YFR033C_YFR034C	intergenic*YFR034C_YFR034W-A
intergenic*YFR034C_YFR034W-A	YFR034C	YFR034W-A
YFR034W-A	intergenic*YFR034C_YFR034W-A	YFR035C
YFR035C	YFR034W-A	intergenic*YFR035C_tK(CUU)F
intergenic*YFR035C_tK(CUU)F	YFR035C	tK(CUU)F
tK(CUU)F	intergenic*YFR035C_tK(CUU)F	intergenic*tK(CUU)F_YFR036W
intergenic*tK(CUU)F_YFR036W	tK(CUU)F	YFR036W
YFR036W	intergenic*tK(CUU)F_YFR036W	intergenic*YFR036W_YFR036W-A
intergenic*YFR036W_YFR036W-A	YFR036W	YFR036W-A
YFR036W-A	intergenic*YFR036W_YFR036W-A	YFR037C
YFR037C	YFR036W-A	intergenic*YFR037C_YFR038W
intergenic*YFR037C_YFR038W	YFR037C	YFR038W
YFR038W	intergenic*YFR037C_YFR038W	intergenic*YFR038W_YFR039C
intergenic*YFR038W_YFR039C	YFR038W	YFR039C
YFR039C	intergenic*YFR038W_YFR039C	intergenic*YFR039C_YFR040W
intergenic*YFR039C_YFR040W	YFR039C	YFR040W
YFR040W	intergenic*YFR039C_YFR040W	intergenic*YFR040W_YFR041C
intergenic*YFR040W_YFR041C	YFR040W	YFR041C
YFR041C	intergenic*YFR040W_YFR041C	intergenic*YFR041C_YFR042W
intergenic*YFR041C_YFR042W	YFR041C	YFR042W
YFR042W	intergenic*YFR041C_YFR042W	intergenic*YFR042W_YFR043C
intergenic*YFR042W_YFR043C	YFR042W	YFR043C
YFR043C	intergenic*YFR042W_YFR043C	intergenic*YFR043C_YFR044C
intergenic*YFR043C_YFR044C	YFR043C	YFR044C
YFR044C	intergenic*YFR043C_YFR044C	intergenic*YFR044C_YFR045W
intergenic*YFR044C_YFR045W	YFR044C	YFR045W
YFR045W	intergenic*YFR044C_YFR045W	intergenic*YFR045W_YFR046C
intergenic*YFR045W_YFR046C	YFR045W	YFR046C
YFR046C	intergenic*YFR045W_YFR046C	intergenic*YFR046C_YFR047C
intergenic*YFR046C_YFR047C	YFR046C	YFR047C
YFR047C	intergenic*YFR046C_YFR047C	intergenic*YFR047C_YFR048W
intergenic*YFR047C_YFR048W	YFR047C	YFR048W
YFR048W	intergenic*YFR047C_YFR048W	intergenic*YFR048W_YFR049W
intergenic*YFR048W_YFR049W	YFR048W	YFR049W
YFR049W	intergenic*YFR048W_YFR049W	intergenic*YFR049W_YFR050C
intergenic*YFR049W_YFR050C	YFR049W	YFR050C
YFR050C	intergenic*YFR049W_YFR050C	intergenic*YFR050C_YFR051C
intergenic*YFR050C_YFR051C	YFR050C	YFR051C
YFR051C	intergenic*YFR050C_YFR051C	intergenic*YFR051C_YFR052W
intergenic*YFR051C_YFR052W	YFR051C	YFR052W
YFR052W	intergenic*YFR051C_YFR052W	intergenic*YFR052W_YFR052C-A
intergenic*YFR052W_YFR052C-A	YFR052W	YFR052C-A
YFR052C-A	intergenic*YFR052W_YFR052C-A	YFR053C
YFR053C	YFR052C-A	intergenic*YFR053C_ARS609
intergenic*YFR053C_ARS609	YFR053C	ARS609
ARS609	intergenic*YFR053C_ARS609	intergenic*ARS609_YFR054C
intergenic*ARS609_YFR054C	ARS609	YFR054C
YFR054C	intergenic*ARS609_YFR054C	intergenic*YFR054C_YFR056C
intergenic*YFR054C_YFR056C	YFR054C	YFR056C
YFR056C	intergenic*YFR054C_YFR056C	YFR055W
YFR055W	YFR056C	intergenic*YFR055W_YFR057W
intergenic*YFR055W_YFR057W	YFR055W	YFR057W
YFR057W	intergenic*YFR055W_YFR057W	ARS610
ARS610	YFR057W	TEL06R
TEL06R	ARS610	NA
TEL07L	NA	intergenic*TEL07L_YGLWomega1
intergenic*TEL07L_YGLWomega1	TEL07L	YGLWomega1
YGLWomega1	intergenic*TEL07L_YGLWomega1	intergenic*YGLWomega1_YGL263W
intergenic*YGLWomega1_YGL263W	YGLWomega1	YGL263W
YGL263W	intergenic*YGLWomega1_YGL263W	intergenic*YGL263W_YGL262W
intergenic*YGL263W_YGL262W	YGL263W	YGL262W
YGL262W	intergenic*YGL263W_YGL262W	intergenic*YGL262W_YGL261C
intergenic*YGL262W_YGL261C	YGL262W	YGL261C
YGL261C	intergenic*YGL262W_YGL261C	intergenic*YGL261C_YGL260W
intergenic*YGL261C_YGL260W	YGL261C	YGL260W
YGL260W	intergenic*YGL261C_YGL260W	intergenic*YGL260W_YGL259W
intergenic*YGL260W_YGL259W	YGL260W	YGL259W
YGL259W	intergenic*YGL260W_YGL259W	intergenic*YGL259W_YGL258W-A
intergenic*YGL259W_YGL258W-A	YGL259W	YGL258W-A
YGL258W-A	intergenic*YGL259W_YGL258W-A	intergenic*YGL258W-A_YGL258W
intergenic*YGL258W-A_YGL258W	YGL258W-A	YGL258W
YGL258W	intergenic*YGL258W-A_YGL258W	intergenic*YGL258W_YGL257C
intergenic*YGL258W_YGL257C	YGL258W	YGL257C
YGL257C	intergenic*YGL258W_YGL257C	intergenic*YGL257C_YGL256W
intergenic*YGL257C_YGL256W	YGL257C	YGL256W
YGL256W	intergenic*YGL257C_YGL256W	intergenic*YGL256W_YGL255W
intergenic*YGL256W_YGL255W	YGL256W	YGL255W
YGL255W	intergenic*YGL256W_YGL255W	intergenic*YGL255W_YGL254W
intergenic*YGL255W_YGL254W	YGL255W	YGL254W
YGL254W	intergenic*YGL255W_YGL254W	intergenic*YGL254W_YGL253W
intergenic*YGL254W_YGL253W	YGL254W	YGL253W
YGL253W	intergenic*YGL254W_YGL253W	intergenic*YGL253W_YGL252C
intergenic*YGL253W_YGL252C	YGL253W	YGL252C
YGL252C	intergenic*YGL253W_YGL252C	intergenic*YGL252C_YGL251C
intergenic*YGL252C_YGL251C	YGL252C	YGL251C
YGL251C	intergenic*YGL252C_YGL251C	intergenic*YGL251C_YGL250W
intergenic*YGL251C_YGL250W	YGL251C	YGL250W
YGL250W	intergenic*YGL251C_YGL250W	intergenic*YGL250W_YGL249W
intergenic*YGL250W_YGL249W	YGL250W	YGL249W
YGL249W	intergenic*YGL250W_YGL249W	RME3
RME3	YGL249W	intergenic*YGL249W_YGL248W
intergenic*YGL249W_YGL248W	RME3	YGL248W
YGL248W	intergenic*YGL249W_YGL248W	intergenic*YGL248W_YGL247W
intergenic*YGL248W_YGL247W	YGL248W	YGL247W
YGL247W	intergenic*YGL248W_YGL247W	intergenic*YGL247W_YGL246C
intergenic*YGL247W_YGL246C	YGL247W	YGL246C
YGL246C	intergenic*YGL247W_YGL246C	intergenic*YGL246C_YGL245W
intergenic*YGL246C_YGL245W	YGL246C	YGL245W
YGL245W	intergenic*YGL246C_YGL245W	intergenic*YGL245W_YGL244W
intergenic*YGL245W_YGL244W	YGL245W	YGL244W
YGL244W	intergenic*YGL245W_YGL244W	intergenic*YGL244W_YGL243W
intergenic*YGL244W_YGL243W	YGL244W	YGL243W
YGL243W	intergenic*YGL244W_YGL243W	intergenic*YGL243W_YGL242C
intergenic*YGL243W_YGL242C	YGL243W	YGL242C
YGL242C	intergenic*YGL243W_YGL242C	intergenic*YGL242C_YGL241W
intergenic*YGL242C_YGL241W	YGL242C	YGL241W
YGL241W	intergenic*YGL242C_YGL241W	intergenic*YGL241W_YGL240W
intergenic*YGL241W_YGL240W	YGL241W	YGL240W
YGL240W	intergenic*YGL241W_YGL240W	intergenic*YGL240W_YGL239C
intergenic*YGL240W_YGL239C	YGL240W	YGL239C
YGL239C	intergenic*YGL240W_YGL239C	YGL238W
YGL238W	YGL239C	intergenic*YGL238W_YGL237C
intergenic*YGL238W_YGL237C	YGL238W	YGL237C
YGL237C	intergenic*YGL238W_YGL237C	intergenic*YGL237C_YGL236C
intergenic*YGL237C_YGL236C	YGL237C	YGL236C
YGL236C	intergenic*YGL237C_YGL236C	YGL235W
YGL235W	YGL236C	intergenic*YGL235W_YGL234W
intergenic*YGL235W_YGL234W	YGL235W	YGL234W
YGL234W	intergenic*YGL235W_YGL234W	intergenic*YGL234W_YGL233W
intergenic*YGL234W_YGL233W	YGL234W	YGL233W
YGL233W	intergenic*YGL234W_YGL233W	intergenic*YGL233W_YGL232W
intergenic*YGL233W_YGL232W	YGL233W	YGL232W
YGL232W	intergenic*YGL233W_YGL232W	intergenic*YGL232W_YGL231C
intergenic*YGL232W_YGL231C	YGL232W	YGL231C
YGL231C	intergenic*YGL232W_YGL231C	intergenic*YGL231C_YGL230C
intergenic*YGL231C_YGL230C	YGL231C	YGL230C
YGL230C	intergenic*YGL231C_YGL230C	intergenic*YGL230C_ARS702
intergenic*YGL230C_ARS702	YGL230C	ARS702
ARS702	intergenic*YGL230C_ARS702	intergenic*ARS702_YGL229C
intergenic*ARS702_YGL229C	ARS702	YGL229C
YGL229C	intergenic*ARS702_YGL229C	intergenic*YGL229C_YGL228W
intergenic*YGL229C_YGL228W	YGL229C	YGL228W
YGL228W	intergenic*YGL229C_YGL228W	intergenic*YGL228W_YGL227W
intergenic*YGL228W_YGL227W	YGL228W	YGL227W
YGL227W	intergenic*YGL228W_YGL227W	intergenic*YGL227W_YGL226C-A
intergenic*YGL227W_YGL226C-A	YGL227W	YGL226C-A
YGL226C-A	intergenic*YGL227W_YGL226C-A	intergenic*YGL226C-A_YGL226W
intergenic*YGL226C-A_YGL226W	YGL226C-A	YGL226W
YGL226W	intergenic*YGL226C-A_YGL226W	intergenic*YGL226W_tV(AAC)G3
intergenic*YGL226W_tV(AAC)G3	YGL226W	tV(AAC)G3
tV(AAC)G3	intergenic*YGL226W_tV(AAC)G3	intergenic*tV(AAC)G3_YGL225W
intergenic*tV(AAC)G3_YGL225W	tV(AAC)G3	YGL225W
YGL225W	intergenic*tV(AAC)G3_YGL225W	intergenic*YGL225W_YGL224C
intergenic*YGL225W_YGL224C	YGL225W	YGL224C
YGL224C	intergenic*YGL225W_YGL224C	intergenic*YGL224C_YGL223C
intergenic*YGL224C_YGL223C	YGL224C	YGL223C
YGL223C	intergenic*YGL224C_YGL223C	intergenic*YGL223C_YGL222C
intergenic*YGL223C_YGL222C	YGL223C	YGL222C
YGL222C	intergenic*YGL223C_YGL222C	intergenic*YGL222C_YGL221C
intergenic*YGL222C_YGL221C	YGL222C	YGL221C
YGL221C	intergenic*YGL222C_YGL221C	intergenic*YGL221C_YGL220W
intergenic*YGL221C_YGL220W	YGL221C	YGL220W
YGL220W	intergenic*YGL221C_YGL220W	intergenic*YGL220W_YGL219C
intergenic*YGL220W_YGL219C	YGL220W	YGL219C
YGL219C	intergenic*YGL220W_YGL219C	YGL218W
YGL218W	YGL219C	intergenic*YGL218W_YGL217C
intergenic*YGL218W_YGL217C	YGL218W	YGL217C
YGL217C	intergenic*YGL218W_YGL217C	YGL216W
YGL216W	YGL217C	intergenic*YGL216W_YGL215W
intergenic*YGL216W_YGL215W	YGL216W	YGL215W
YGL215W	intergenic*YGL216W_YGL215W	intergenic*YGL215W_YGL214W
intergenic*YGL215W_YGL214W	YGL215W	YGL214W
YGL214W	intergenic*YGL215W_YGL214W	YGL213C
YGL213C	YGL214W	intergenic*YGL213C_YGL212W
intergenic*YGL213C_YGL212W	YGL213C	YGL212W
YGL212W	intergenic*YGL213C_YGL212W	intergenic*YGL212W_YGL211W
intergenic*YGL212W_YGL211W	YGL212W	YGL211W
YGL211W	intergenic*YGL212W_YGL211W	intergenic*YGL211W_YGL210W
intergenic*YGL211W_YGL210W	YGL211W	YGL210W
YGL210W	intergenic*YGL211W_YGL210W	intergenic*YGL210W_YGL209W
intergenic*YGL210W_YGL209W	YGL210W	YGL209W
YGL209W	intergenic*YGL210W_YGL209W	intergenic*YGL209W_YGL208W
intergenic*YGL209W_YGL208W	YGL209W	YGL208W
YGL208W	intergenic*YGL209W_YGL208W	intergenic*YGL208W_YGL207W
intergenic*YGL208W_YGL207W	YGL208W	YGL207W
YGL207W	intergenic*YGL208W_YGL207W	intergenic*YGL207W_YGL206C
intergenic*YGL207W_YGL206C	YGL207W	YGL206C
YGL206C	intergenic*YGL207W_YGL206C	intergenic*YGL206C_YGL205W
intergenic*YGL206C_YGL205W	YGL206C	YGL205W
YGL205W	intergenic*YGL206C_YGL205W	intergenic*YGL205W_tH(GUG)G1
intergenic*YGL205W_tH(GUG)G1	YGL205W	tH(GUG)G1
tH(GUG)G1	intergenic*YGL205W_tH(GUG)G1	intergenic*tH(GUG)G1_YGLWtau1
intergenic*tH(GUG)G1_YGLWtau1	tH(GUG)G1	YGLWtau1
YGLWtau1	intergenic*tH(GUG)G1_YGLWtau1	YGLCdelta1
YGLCdelta1	YGLWtau1	YGLWdelta2
YGLWdelta2	YGLCdelta1	intergenic*YGLWdelta2_YGL204C
intergenic*YGLWdelta2_YGL204C	YGLWdelta2	YGL204C
YGL204C	intergenic*YGLWdelta2_YGL204C	intergenic*YGL204C_ARS704
intergenic*YGL204C_ARS704	YGL204C	ARS704
ARS704	intergenic*YGL204C_ARS704	intergenic*ARS704_YGL203C
intergenic*ARS704_YGL203C	ARS704	YGL203C
YGL203C	intergenic*ARS704_YGL203C	intergenic*YGL203C_YGLWdelta3
intergenic*YGL203C_YGLWdelta3	YGL203C	YGLWdelta3
YGLWdelta3	intergenic*YGL203C_YGLWdelta3	intergenic*YGLWdelta3_tK(UUU)G1
intergenic*YGLWdelta3_tK(UUU)G1	YGLWdelta3	tK(UUU)G1
tK(UUU)G1	intergenic*YGLWdelta3_tK(UUU)G1	intergenic*tK(UUU)G1_YGL201C
intergenic*tK(UUU)G1_YGL201C	tK(UUU)G1	YGL202W
YGL202W	intergenic*tK(UUU)G1_YGL201C	ARS706
ARS706	YGL202W	YGL201C
YGL201C	ARS706	intergenic*YGL201C_tK(CUU)G1
intergenic*YGL201C_tK(CUU)G1	YGL201C	tK(CUU)G1
tK(CUU)G1	intergenic*YGL201C_tK(CUU)G1	intergenic*tK(CUU)G1_YGL200C
intergenic*tK(CUU)G1_YGL200C	tK(CUU)G1	YGL200C
YGL200C	intergenic*tK(CUU)G1_YGL200C	intergenic*YGL200C_YGL199C
intergenic*YGL200C_YGL199C	YGL200C	YGL199C
YGL199C	intergenic*YGL200C_YGL199C	YGL198W
YGL198W	YGL199C	intergenic*YGL198W_YGL197W
intergenic*YGL198W_YGL197W	YGL198W	YGL197W
YGL197W	intergenic*YGL198W_YGL197W	intergenic*YGL197W_YGL196W
intergenic*YGL197W_YGL196W	YGL197W	YGL196W
YGL196W	intergenic*YGL197W_YGL196W	intergenic*YGL196W_YGL195W
intergenic*YGL196W_YGL195W	YGL196W	YGL195W
YGL195W	intergenic*YGL196W_YGL195W	intergenic*YGL195W_YGL194C-A
intergenic*YGL195W_YGL194C-A	YGL195W	YGL194C-A
YGL194C-A	intergenic*YGL195W_YGL194C-A	intergenic*YGL194C-A_YGL194C
intergenic*YGL194C-A_YGL194C	YGL194C-A	YGL194C
YGL194C	intergenic*YGL194C-A_YGL194C	intergenic*YGL194C_RME2
intergenic*YGL194C_RME2	YGL194C	RME2
RME2	intergenic*YGL194C_RME2	YGL193C
YGL193C	RME2	YGL192W
YGL192W	YGL193C	intergenic*YGL192W_YGL191W
intergenic*YGL192W_YGL191W	YGL192W	YGL191W
YGL191W	intergenic*YGL192W_YGL191W	intergenic*YGL191W_YGL190C
intergenic*YGL191W_YGL190C	YGL191W	YGL190C
YGL190C	intergenic*YGL191W_YGL190C	intergenic*YGL190C_YGL189C
intergenic*YGL190C_YGL189C	YGL190C	YGL189C
YGL189C	intergenic*YGL190C_YGL189C	intergenic*YGL189C_YGL188C-A
intergenic*YGL189C_YGL188C-A	YGL189C	YGL188C-A
YGL188C-A	intergenic*YGL189C_YGL188C-A	intergenic*YGL188C-A_YGL188C
intergenic*YGL188C-A_YGL188C	YGL188C-A	YGL188C
YGL188C	intergenic*YGL188C-A_YGL188C	intergenic*YGL188C_YGL187C
intergenic*YGL188C_YGL187C	YGL188C	YGL187C
YGL187C	intergenic*YGL188C_YGL187C	intergenic*YGL187C_YGL186C
intergenic*YGL187C_YGL186C	YGL187C	YGL186C
YGL186C	intergenic*YGL187C_YGL186C	intergenic*YGL186C_YGL185C
intergenic*YGL186C_YGL185C	YGL186C	YGL185C
YGL185C	intergenic*YGL186C_YGL185C	intergenic*YGL185C_YGL184C
intergenic*YGL185C_YGL184C	YGL185C	YGL184C
YGL184C	intergenic*YGL185C_YGL184C	intergenic*YGL184C_YGL183C
intergenic*YGL184C_YGL183C	YGL184C	YGL183C
YGL183C	intergenic*YGL184C_YGL183C	YGL182C
YGL182C	YGL183C	intergenic*YGL182C_YGL181W
intergenic*YGL182C_YGL181W	YGL182C	YGL181W
YGL181W	intergenic*YGL182C_YGL181W	intergenic*YGL181W_YGL180W
intergenic*YGL181W_YGL180W	YGL181W	YGL180W
YGL180W	intergenic*YGL181W_YGL180W	intergenic*YGL180W_ARS707
intergenic*YGL180W_ARS707	YGL180W	ARS707
ARS707	intergenic*YGL180W_ARS707	intergenic*ARS707_YGL179C
intergenic*ARS707_YGL179C	ARS707	YGL179C
YGL179C	intergenic*ARS707_YGL179C	intergenic*YGL179C_YGL178W
intergenic*YGL179C_YGL178W	YGL179C	YGL178W
YGL178W	intergenic*YGL179C_YGL178W	YGL177W
YGL177W	YGL178W	intergenic*YGL178W_YGL176C
intergenic*YGL178W_YGL176C	YGL177W	YGL176C
YGL176C	intergenic*YGL178W_YGL176C	intergenic*YGL176C_YGL175C
intergenic*YGL176C_YGL175C	YGL176C	YGL175C
YGL175C	intergenic*YGL176C_YGL175C	intergenic*YGL175C_YGL174W
intergenic*YGL175C_YGL174W	YGL175C	YGL174W
YGL174W	intergenic*YGL175C_YGL174W	intergenic*YGL174W_YGL173C
intergenic*YGL174W_YGL173C	YGL174W	YGL173C
YGL173C	intergenic*YGL174W_YGL173C	intergenic*YGL173C_YGL172W
intergenic*YGL173C_YGL172W	YGL173C	YGL172W
YGL172W	intergenic*YGL173C_YGL172W	intergenic*YGL172W_YGL171W
intergenic*YGL172W_YGL171W	YGL172W	YGL171W
YGL171W	intergenic*YGL172W_YGL171W	intergenic*YGL171W_YGL170C
intergenic*YGL171W_YGL170C	YGL171W	YGL170C
YGL170C	intergenic*YGL171W_YGL170C	intergenic*YGL170C_tK(CUU)G2
intergenic*YGL170C_tK(CUU)G2	YGL170C	tK(CUU)G2
tK(CUU)G2	intergenic*YGL170C_tK(CUU)G2	intergenic*tK(CUU)G2_YGL169W
intergenic*tK(CUU)G2_YGL169W	tK(CUU)G2	YGL169W
YGL169W	intergenic*tK(CUU)G2_YGL169W	intergenic*YGL169W_YGL168W
intergenic*YGL169W_YGL168W	YGL169W	YGL168W
YGL168W	intergenic*YGL169W_YGL168W	ARS709
ARS709	YGL168W	YGL167C
YGL167C	ARS709	intergenic*YGL167C_YGL166W
intergenic*YGL167C_YGL166W	YGL167C	YGL166W
YGL166W	intergenic*YGL167C_YGL166W	YGL165C
YGL165C	YGL166W	intergenic*YGL165C_YGL164C
intergenic*YGL165C_YGL164C	YGL165C	YGL164C
YGL164C	intergenic*YGL165C_YGL164C	intergenic*YGL164C_YGL163C
intergenic*YGL164C_YGL163C	YGL164C	YGL163C
YGL163C	intergenic*YGL164C_YGL163C	intergenic*YGL163C_YGL162W
intergenic*YGL163C_YGL162W	YGL163C	YGL162W
YGL162W	intergenic*YGL163C_YGL162W	intergenic*YGL162W_YGL161C
intergenic*YGL162W_YGL161C	YGL162W	YGL161C
YGL161C	intergenic*YGL162W_YGL161C	intergenic*YGL161C_YGL160W
intergenic*YGL161C_YGL160W	YGL161C	YGL160W
YGL160W	intergenic*YGL161C_YGL160W	intergenic*YGL160W_YGL159W
intergenic*YGL160W_YGL159W	YGL160W	YGL159W
YGL159W	intergenic*YGL160W_YGL159W	intergenic*YGL159W_ARS710
intergenic*YGL159W_ARS710	YGL159W	ARS710
ARS710	intergenic*YGL159W_ARS710	intergenic*ARS710_YGLWtau2
intergenic*ARS710_YGLWtau2	ARS710	YGLWtau2
YGLWtau2	intergenic*ARS710_YGLWtau2	intergenic*YGLWtau2_tL(CAA)G1
intergenic*YGLWtau2_tL(CAA)G1	YGLWtau2	tL(CAA)G1
tL(CAA)G1	intergenic*YGLWtau2_tL(CAA)G1	intergenic*tL(CAA)G1_YGL158W
intergenic*tL(CAA)G1_YGL158W	tL(CAA)G1	YGL158W
YGL158W	intergenic*tL(CAA)G1_YGL158W	intergenic*YGL158W_YGL157W
intergenic*YGL158W_YGL157W	YGL158W	YGL157W
YGL157W	intergenic*YGL158W_YGL157W	intergenic*YGL157W_YGL156W
intergenic*YGL157W_YGL156W	YGL157W	YGL156W
YGL156W	intergenic*YGL157W_YGL156W	intergenic*YGL156W_YGL155W
intergenic*YGL156W_YGL155W	YGL156W	YGL155W
YGL155W	intergenic*YGL156W_YGL155W	intergenic*YGL155W_YGL154C
intergenic*YGL155W_YGL154C	YGL155W	YGL154C
YGL154C	intergenic*YGL155W_YGL154C	intergenic*YGL154C_YGL153W
intergenic*YGL154C_YGL153W	YGL154C	YGL153W
YGL153W	intergenic*YGL154C_YGL153W	YGL152C
YGL152C	YGL153W	intergenic*YGL152C_YGL151W
intergenic*YGL152C_YGL151W	YGL152C	YGL151W
YGL151W	intergenic*YGL152C_YGL151W	intergenic*YGL151W_YGL150C
intergenic*YGL151W_YGL150C	YGL151W	YGL150C
YGL150C	intergenic*YGL151W_YGL150C	YGL149W
YGL149W	YGL150C	intergenic*YGL149W_YGL148W
intergenic*YGL149W_YGL148W	YGL149W	YGL148W
YGL148W	intergenic*YGL149W_YGL148W	intergenic*YGL148W_YGL147C
intergenic*YGL148W_YGL147C	YGL148W	YGL147C
YGL147C	intergenic*YGL148W_YGL147C	intergenic*YGL147C_YGL146C
intergenic*YGL147C_YGL146C	YGL147C	YGL146C
YGL146C	intergenic*YGL147C_YGL146C	intergenic*YGL146C_YGL145W
intergenic*YGL146C_YGL145W	YGL146C	YGL145W
YGL145W	intergenic*YGL146C_YGL145W	ARS701
ARS701	YGL145W	intergenic*YGL145W_YGL144C
intergenic*YGL145W_YGL144C	ARS701	YGL144C
YGL144C	intergenic*YGL145W_YGL144C	intergenic*YGL144C_YGL143C
intergenic*YGL144C_YGL143C	YGL144C	YGL143C
YGL143C	intergenic*YGL144C_YGL143C	intergenic*YGL143C_YGL142C
