Feature_name_B_next	Feature_name_B_next_next
YEL035C	intergenic*YEL035C_YEL034C-A
intergenic*YEL035C_YEL034C-A	YEL034C-A
YEL034C-A	YEL034W
YEL034W	YEL033W
YEL033W	intergenic*YEL033W_tS(AGA)E
intergenic*YEL033W_tS(AGA)E	tS(AGA)E
tS(AGA)E	intergenic*tS(AGA)E_YEL032W
intergenic*tS(AGA)E_YEL032W	YEL032W
YEL032W	YEL032C-A
YEL032C-A	intergenic*YEL032W_YEL031W
intergenic*YEL032W_YEL031W	YEL031W
YEL031W	intergenic*YEL031W_ARS508
intergenic*YEL031W_ARS508	ARS508
ARS508	intergenic*ARS508_YEL030C-A
intergenic*ARS508_YEL030C-A	YEL030C-A
YEL030C-A	YEL030W
YEL030W	intergenic*YEL030W_YEL029C
intergenic*YEL030W_YEL029C	YEL029C
YEL029C	intergenic*YEL029C_YEL028W
intergenic*YEL029C_YEL028W	YEL028W
YEL028W	intergenic*YEL028W_YELCdelta3
intergenic*YEL028W_YELCdelta3	YELCdelta3
YELCdelta3	intergenic*YELCdelta3_tM(CAU)E
intergenic*YELCdelta3_tM(CAU)E	tM(CAU)E
tM(CAU)E	intergenic*tM(CAU)E_YEL027W
intergenic*tM(CAU)E_YEL027W	YEL027W
YEL027W	intergenic*YEL027W_YEL026W
intergenic*YEL027W_YEL026W	YEL026W
YEL026W	intergenic*YEL026W_YEL025C
intergenic*YEL026W_YEL025C	YEL025C
YEL025C	intergenic*YEL025C_YEL024W
intergenic*YEL025C_YEL024W	YEL024W
YEL024W	intergenic*YEL024W_YEL023C
intergenic*YEL024W_YEL023C	YEL023C
YEL023C	intergenic*YEL023C_YEL022W
intergenic*YEL023C_YEL022W	YEL022W
YEL022W	intergenic*YEL022W_YEL021W
intergenic*YEL022W_YEL021W	YEL021W
YEL021W	intergenic*YEL021W_YEL020C-B
intergenic*YEL021W_YEL020C-B	YEL020C-B
YEL020C-B	YEL020W-A
YEL020W-A	intergenic*YEL020W-A_RPR1
intergenic*YEL020W-A_RPR1	RPR1
RPR1	intergenic*RPR1_YELCtau1
intergenic*RPR1_YELCtau1	YELCtau1
YELCtau1	intergenic*YELCtau1_YEL020C
intergenic*YELCtau1_YEL020C	YEL020C
YEL020C	intergenic*YEL020C_YEL019C
intergenic*YEL020C_YEL019C	YEL019C
YEL019C	intergenic*YEL019C_YEL018C-A
intergenic*YEL019C_YEL018C-A	YEL018C-A
YEL018C-A	YEL018W
YEL018W	intergenic*YEL018W_YEL017C-A
intergenic*YEL018W_YEL017C-A	YEL017C-A
YEL017C-A	intergenic*YEL017C-A_YEL017W
intergenic*YEL017C-A_YEL017W	YEL017W
YEL017W	intergenic*YEL017W_YEL016C
intergenic*YEL017W_YEL016C	YEL016C
YEL016C	intergenic*YEL016C_YEL015W
intergenic*YEL016C_YEL015W	YEL015W
YEL015W	intergenic*YEL015W_YEL014C
intergenic*YEL015W_YEL014C	YEL014C
YEL014C	intergenic*YEL014C_YEL013W
intergenic*YEL014C_YEL013W	YEL013W
YEL013W	intergenic*YEL013W_tQ(UUG)E2
intergenic*YEL013W_tQ(UUG)E2	tQ(UUG)E2
tQ(UUG)E2	intergenic*tQ(UUG)E2_YEL012W
intergenic*tQ(UUG)E2_YEL012W	YEL012W
YEL012W	intergenic*YEL012W_YEL011W
intergenic*YEL012W_YEL011W	YEL011W
YEL011W	intergenic*YEL011W_tK(CUU)E1
intergenic*YEL011W_tK(CUU)E1	tK(CUU)E1
tK(CUU)E1	intergenic*tK(CUU)E1_YELCdelta4
intergenic*tK(CUU)E1_YELCdelta4	YELCdelta4
YELCdelta4	intergenic*YELCdelta4_YEL010W
intergenic*YELCdelta4_YEL010W	YEL010W
YEL010W	YEL009C-A
YEL009C-A	intergenic*YEL009C-A_YELWdelta5
intergenic*YEL009C-A_YELWdelta5	YELWdelta5
YELWdelta5	intergenic*YELWdelta5_YELWdelta6
intergenic*YELWdelta5_YELWdelta6	YELWdelta6
YELWdelta6	intergenic*YELWdelta6_tR(UCU)E
intergenic*YELWdelta6_tR(UCU)E	tR(UCU)E
tR(UCU)E	intergenic*tR(UCU)E_YEL009C
intergenic*tR(UCU)E_YEL009C	YEL009C
YEL009C	intergenic*YEL009C_YEL008W
intergenic*YEL009C_YEL008W	YEL008W
YEL008W	YEL008C-A
YEL008C-A	intergenic*YEL008W_YEL007W
intergenic*YEL008W_YEL007W	YEL007W
YEL007W	intergenic*YEL007W_YEL006W
intergenic*YEL007W_YEL006W	YEL006W
YEL006W	intergenic*YEL006W_ARS510
intergenic*YEL006W_ARS510	ARS510
ARS510	intergenic*ARS510_YEL005C
intergenic*ARS510_YEL005C	YEL005C
YEL005C	intergenic*YEL005C_YEL004W
intergenic*YEL005C_YEL004W	YEL004W
YEL004W	intergenic*YEL004W_YEL003W
intergenic*YEL004W_YEL003W	YEL003W
YEL003W	intergenic*YEL003W_YEL002C
intergenic*YEL003W_YEL002C	YEL002C
YEL002C	intergenic*YEL002C_YEL001C
intergenic*YEL002C_YEL001C	YEL001C
YEL001C	intergenic*YEL001C_CEN5
intergenic*YEL001C_CEN5	CEN5
CEN5	intergenic*CEN5_YER001W
intergenic*CEN5_YER001W	YER001W
YER001W	intergenic*YER001W_YER002W
intergenic*YER001W_YER002W	YER002W
YER002W	intergenic*YER002W_YER003C
intergenic*YER002W_YER003C	YER003C
YER003C	intergenic*YER003C_YER004W
intergenic*YER003C_YER004W	YER004W
YER004W	intergenic*YER004W_YER005W
intergenic*YER004W_YER005W	YER005W
YER005W	intergenic*YER005W_YER006W
intergenic*YER005W_YER006W	YER006W
YER006W	intergenic*YER006W_YER006C-A
intergenic*YER006W_YER006C-A	YER006C-A
YER006C-A	YER007W
YER007W	intergenic*YER007W_YER007C-A
intergenic*YER007W_YER007C-A	YER007C-A
YER007C-A	intergenic*YER007C-A_snR14
intergenic*YER007C-A_snR14	snR14
snR14	intergenic*snR14_YER008C
intergenic*snR14_YER008C	YER008C
YER008C	intergenic*YER008C_YER009W
intergenic*YER008C_YER009W	YER009W
YER009W	intergenic*YER009W_YER010C
intergenic*YER009W_YER010C	YER010C
YER010C	intergenic*YER010C_ARS511
intergenic*YER010C_ARS511	ARS511
ARS511	intergenic*ARS511_YER011W
intergenic*ARS511_YER011W	YER011W
YER011W	intergenic*YER011W_YERWdelta7
intergenic*YER011W_YERWdelta7	YERWdelta7
YERWdelta7	intergenic*YERWdelta7_tE(UUC)E1
intergenic*YERWdelta7_tE(UUC)E1	tE(UUC)E1
tE(UUC)E1	intergenic*tE(UUC)E1_YER012W
intergenic*tE(UUC)E1_YER012W	YER012W
YER012W	intergenic*YER012W_YER013W
intergenic*YER012W_YER013W	YER013W
YER013W	intergenic*YER013W_YER014W
intergenic*YER013W_YER014W	YER014W
YER014W	YER014C-A
YER014C-A	YER015W
YER015W	intergenic*YER015W_YER016W
intergenic*YER015W_YER016W	YER016W
YER016W	intergenic*YER016W_YER017C
intergenic*YER016W_YER017C	YER017C
YER017C	intergenic*YER017C_YER018C
intergenic*YER017C_YER018C	YER018C
YER018C	intergenic*YER018C_YER019W
intergenic*YER018C_YER019W	YER019W
YER019W	intergenic*YER019W_YER019C-A
intergenic*YER019W_YER019C-A	YER019C-A
YER019C-A	intergenic*YER019C-A_YER020W
intergenic*YER019C-A_YER020W	YER020W
YER020W	intergenic*YER020W_YER021W
intergenic*YER020W_YER021W	YER021W
YER021W	intergenic*YER021W_YER022W
intergenic*YER021W_YER022W	YER022W
YER022W	intergenic*YER022W_YER023W
intergenic*YER022W_YER023W	YER023W
YER023W	YER023C-A
YER023C-A	intergenic*YER023W_YER024W
intergenic*YER023W_YER024W	YER024W
YER024W	intergenic*YER024W_YER025W
intergenic*YER024W_YER025W	YER025W
YER025W	intergenic*YER025W_tH(GUG)E1
intergenic*YER025W_tH(GUG)E1	tH(GUG)E1
tH(GUG)E1	intergenic*tH(GUG)E1_YER026C
intergenic*tH(GUG)E1_YER026C	YER026C
YER026C	intergenic*YER026C_YER027C
intergenic*YER026C_YER027C	YER027C
YER027C	intergenic*YER027C_YER028C
intergenic*YER027C_YER028C	YER028C
YER028C	intergenic*YER028C_ARS512
intergenic*YER028C_ARS512	ARS512
ARS512	YER029C
YER029C	intergenic*YER029C_YER030W
intergenic*YER029C_YER030W	YER030W
YER030W	intergenic*YER030W_YER031C
intergenic*YER030W_YER031C	YER031C
YER031C	intergenic*YER031C_YER032W
intergenic*YER031C_YER032W	YER032W
YER032W	intergenic*YER032W_YER033C
intergenic*YER032W_YER033C	YER033C
YER033C	intergenic*YER033C_YER034W
intergenic*YER033C_YER034W	YER034W
YER034W	intergenic*YER034W_YER035W
intergenic*YER034W_YER035W	YER035W
YER035W	intergenic*YER035W_YER036C
intergenic*YER035W_YER036C	YER036C
YER036C	intergenic*YER036C_YER037W
intergenic*YER036C_YER037W	YER037W
YER037W	intergenic*YER037W_YER038C
intergenic*YER037W_YER038C	YER038C
YER038C	intergenic*YER038C_YER038W-A
intergenic*YER038C_YER038W-A	YER038W-A
YER038W-A	YER039C
YER039C	intergenic*YER039C_YER039C-A
intergenic*YER039C_YER039C-A	YER039C-A
YER039C-A	intergenic*YER039C-A_YER040W
intergenic*YER039C-A_YER040W	YER040W
YER040W	intergenic*YER040W_YER041W
intergenic*YER040W_YER041W	YER041W
YER041W	intergenic*YER041W_YER042W
intergenic*YER041W_YER042W	YER042W
YER042W	intergenic*YER042W_YER043C
intergenic*YER042W_YER043C	YER043C
YER043C	intergenic*YER043C_YER044C
intergenic*YER043C_YER044C	YER044C
YER044C	intergenic*YER044C_YER044C-A
intergenic*YER044C_YER044C-A	YER044C-A
YER044C-A	intergenic*YER044C-A_YER045C
intergenic*YER044C-A_YER045C	YER045C
YER045C	intergenic*YER045C_YER046W
intergenic*YER045C_YER046W	YER046W
YER046W	intergenic*YER046W_YER046W-A
intergenic*YER046W_YER046W-A	YER046W-A
YER046W-A	YER047C
YER047C	intergenic*YER047C_YER048C
intergenic*YER047C_YER048C	YER048C
YER048C	intergenic*YER048C_YERCdelta8
intergenic*YER048C_YERCdelta8	YERCdelta8
YERCdelta8	intergenic*YERCdelta8_YERWdelta9
intergenic*YERCdelta8_YERWdelta9	YERWdelta9
YERWdelta9	intergenic*YERWdelta9_YERCsigma1
intergenic*YERWdelta9_YERCsigma1	YERCsigma1
YERCsigma1	intergenic*YERCsigma1_tQ(UUG)E1
intergenic*YERCsigma1_tQ(UUG)E1	tQ(UUG)E1
tQ(UUG)E1	intergenic*tQ(UUG)E1_YER048W-A
intergenic*tQ(UUG)E1_YER048W-A	YER048W-A
YER048W-A	intergenic*YER048W-A_YER049W
intergenic*YER048W-A_YER049W	YER049W
YER049W	intergenic*YER049W_YER050C
intergenic*YER049W_YER050C	YER050C
YER050C	intergenic*YER050C_YER051W
intergenic*YER050C_YER051W	YER051W
YER051W	intergenic*YER051W_YER053C
intergenic*YER051W_YER053C	YER052C
YER052C	ARS513
ARS513	YER053C
YER053C	intergenic*YER053C_YER053C-A
intergenic*YER053C_YER053C-A	YER053C-A
YER053C-A	intergenic*YER053C-A_YER054C
intergenic*YER053C-A_YER054C	YER054C
YER054C	intergenic*YER054C_YER055C
intergenic*YER054C_YER055C	YER055C
YER055C	intergenic*YER055C_YER056C
intergenic*YER055C_YER056C	YER056C
YER056C	intergenic*YER056C_YER056C-A
intergenic*YER056C_YER056C-A	YER056C-A
YER056C-A	intergenic*YER056C-A_YER057C
intergenic*YER056C-A_YER057C	YER057C
YER057C	intergenic*YER057C_YER058W
intergenic*YER057C_YER058W	YER058W
YER058W	intergenic*YER058W_YER059W
intergenic*YER058W_YER059W	YER059W
YER059W	intergenic*YER059W_YER060W
intergenic*YER059W_YER060W	YER060W
YER060W	ARS513.5
ARS513.5	intergenic*ARS513.5_YER060W-A
intergenic*ARS513.5_YER060W-A	YER060W-A
YER060W-A	ARS513.7
ARS513.7	YER061C
YER061C	intergenic*YER061C_YER062C
intergenic*YER061C_YER062C	YER062C
YER062C	intergenic*YER062C_YER063W
intergenic*YER062C_YER063W	YER063W
YER063W	intergenic*YER063W_YER064C
intergenic*YER063W_YER064C	YER064C
YER064C	intergenic*YER064C_YER065C
intergenic*YER064C_YER065C	YER065C
YER065C	intergenic*YER065C_ARS514
intergenic*YER065C_ARS514	ARS514
ARS514	intergenic*ARS514_YERCdelta10
intergenic*ARS514_YERCdelta10	YERCdelta10
YERCdelta10	intergenic*YERCdelta10_tS(UGA)E
intergenic*YERCdelta10_tS(UGA)E	tS(UGA)E
tS(UGA)E	intergenic*tS(UGA)E_MATaV
intergenic*tS(UGA)E_MATaV	intergenic*MATaV_YER066W
intergenic*MATaV_YER066W	YER066W
YER066W	intergenic*YER066W_YER066C-A
intergenic*YER066W_YER066C-A	YER066C-A
YER066C-A	YER067W
YER067W	YER067C-A
YER067C-A	intergenic*YER067C-A_YER068W
intergenic*YER067C-A_YER068W	YER068W
YER068W	intergenic*YER068W_YER068C-A
intergenic*YER068W_YER068C-A	YER068C-A
YER068C-A	YER069W
YER069W	intergenic*YER069W_YER070W
intergenic*YER069W_YER070W	YER070W
YER070W	intergenic*YER070W_YER071C
intergenic*YER070W_YER071C	YER071C
YER071C	intergenic*YER071C_YER072W
intergenic*YER071C_YER072W	YER072W
YER072W	intergenic*YER072W_YER073W
intergenic*YER072W_YER073W	YER073W
YER073W	intergenic*YER073W_YER074W
intergenic*YER073W_YER074W	YER074W
YER074W	intergenic*YER074W_YER074W-A
intergenic*YER074W_YER074W-A	YER074W-A
YER074W-A	intergenic*YER074W-A_YER075C
intergenic*YER074W-A_YER075C	YER075C
YER075C	intergenic*YER075C_tA(UGC)E
intergenic*YER075C_tA(UGC)E	tA(UGC)E
tA(UGC)E	intergenic*tA(UGC)E_YERWdelta11
intergenic*tA(UGC)E_YERWdelta11	YERWdelta11
YERWdelta11	intergenic*YERWdelta11_YER076C
intergenic*YERWdelta11_YER076C	YER076C
YER076C	YER076W-A
YER076W-A	intergenic*YER076W-A_YER078C
intergenic*YER076W-A_YER078C	YER077C
YER077C	ARS515
ARS515	YER078C
YER078C	intergenic*YER078C_YER078W-A
intergenic*YER078C_YER078W-A	YER078W-A
YER078W-A	intergenic*YER078W-A_YER079W
intergenic*YER078W-A_YER079W	YER079W
YER079W	intergenic*YER079W_YER079C-A
intergenic*YER079W_YER079C-A	YER079C-A
YER079C-A	YER080W
YER080W	intergenic*YER080W_SRG1
intergenic*YER080W_SRG1	SRG1
SRG1	YER081W
YER081W	intergenic*YER081W_YER082C
intergenic*YER081W_YER082C	YER082C
YER082C	intergenic*YER082C_YER083C
intergenic*YER082C_YER083C	YER083C
YER083C	intergenic*YER083C_YER084W
intergenic*YER083C_YER084W	YER084W
YER084W	intergenic*YER084W_YER084W-A
intergenic*YER084W_YER084W-A	YER084W-A
YER084W-A	YER085C
YER085C	intergenic*YER085C_YER086W
intergenic*YER085C_YER086W	YER086W
YER086W	intergenic*YER086W_YER087W
intergenic*YER086W_YER087W	YER087W
YER087W	YER087C-A
YER087C-A	intergenic*YER087C-A_YER087C-B
intergenic*YER087C-A_YER087C-B	YER087C-B
YER087C-B	intergenic*YER087C-B_YER088C
intergenic*YER087C-B_YER088C	YER088C
YER088C	intergenic*YER088C_YER088C-A
intergenic*YER088C_YER088C-A	YER088C-A
YER088C-A	YER088W-B
YER088W-B	YER089C
YER089C	intergenic*YER089C_YER090W
intergenic*YER089C_YER090W	YER090W
YER090W	YER090C-A
YER090C-A	intergenic*YER090W_YER091C
intergenic*YER090W_YER091C	YER091C
YER091C	intergenic*YER091C_YER091C-A
intergenic*YER091C_YER091C-A	YER091C-A
YER091C-A	intergenic*YER091C-A_YER092W
intergenic*YER091C-A_YER092W	YER092W
YER092W	intergenic*YER092W_YER093C
intergenic*YER092W_YER093C	YER093C
YER093C	intergenic*YER093C_YER093C-A
intergenic*YER093C_YER093C-A	YER093C-A
YER093C-A	intergenic*YER093C-A_YER094C
intergenic*YER093C-A_YER094C	YER094C
YER094C	intergenic*YER094C_YER095W
intergenic*YER094C_YER095W	YER095W
YER095W	intergenic*YER095W_YER096W
intergenic*YER095W_YER096W	YER096W
YER096W	intergenic*YER096W_YERWdelta12
intergenic*YER096W_YERWdelta12	YERWdelta12
YERWdelta12	ARS516
ARS516	intergenic*YERWdelta12_YERWdelta13
intergenic*YERWdelta12_YERWdelta13	YERWdelta13
YERWdelta13	YERCtau2
YERCtau2	YERCsigma2
YERCsigma2	intergenic*YERCsigma2_tE(UUC)E2
intergenic*YERCsigma2_tE(UUC)E2	tE(UUC)E2
tE(UUC)E2	intergenic*tE(UUC)E2_YER097W
intergenic*tE(UUC)E2_YER097W	YER097W
YER097W	YER098W
YER098W	intergenic*YER098W_YER099C
intergenic*YER098W_YER099C	YER099C
YER099C	intergenic*YER099C_YER100W
intergenic*YER099C_YER100W	YER100W
YER100W	intergenic*YER100W_YER101C
intergenic*YER100W_YER101C	YER101C
YER101C	intergenic*YER101C_YER102W
intergenic*YER101C_YER102W	YER102W
YER102W	intergenic*YER102W_YER103W
intergenic*YER102W_YER103W	YER103W
YER103W	intergenic*YER103W_YER104W
intergenic*YER103W_YER104W	YER104W
YER104W	intergenic*YER104W_YER105C
intergenic*YER104W_YER105C	YER105C
YER105C	intergenic*YER105C_YER106W
intergenic*YER105C_YER106W	YER106W
YER106W	intergenic*YER106W_YER107C
intergenic*YER106W_YER107C	YER107C
YER107C	YER107W-A
YER107W-A	intergenic*YER107W-A_YER110C
intergenic*YER107W-A_YER110C	YER110C
YER110C	intergenic*YER110C_YER111C
intergenic*YER110C_YER111C	YER111C
YER111C	intergenic*YER111C_YER112W
intergenic*YER111C_YER112W	YER112W
YER112W	intergenic*YER112W_YER113C
intergenic*YER112W_YER113C	YER113C
YER113C	intergenic*YER113C_YER114C
intergenic*YER113C_YER114C	YER114C
YER114C	intergenic*YER114C_YER115C
intergenic*YER114C_YER115C	YER115C
YER115C	intergenic*YER115C_YER116C
intergenic*YER115C_YER116C	YER116C
YER116C	intergenic*YER116C_YER117W
intergenic*YER116C_YER117W	YER117W
YER117W	intergenic*YER117W_YER118C
intergenic*YER117W_YER118C	YER118C
YER118C	intergenic*YER118C_YER119C
intergenic*YER118C_YER119C	YER119C
YER119C	intergenic*YER119C_YER119C-A
intergenic*YER119C_YER119C-A	YER119C-A
YER119C-A	YER120W
YER120W	intergenic*YER120W_YER121W
intergenic*YER120W_YER121W	YER121W
YER121W	intergenic*YER121W_YER122C
intergenic*YER121W_YER122C	YER122C
YER122C	intergenic*YER122C_YER123W
intergenic*YER122C_YER123W	YER123W
YER123W	intergenic*YER123W_ARS517
intergenic*YER123W_ARS517	ARS517
ARS517	intergenic*ARS517_YER124C
intergenic*ARS517_YER124C	YER124C
YER124C	intergenic*YER124C_YER125W
intergenic*YER124C_YER125W	YER125W
YER125W	intergenic*YER125W_YER126C
intergenic*YER125W_YER126C	YER126C
YER126C	intergenic*YER126C_YER127W
intergenic*YER126C_YER127W	YER127W
YER127W	intergenic*YER127W_YER128W
intergenic*YER127W_YER128W	YER128W
YER128W	intergenic*YER128W_YER129W
intergenic*YER128W_YER129W	YER129W
YER129W	intergenic*YER129W_YER130C
intergenic*YER129W_YER130C	YER130C
YER130C	intergenic*YER130C_YER131W
intergenic*YER130C_YER131W	YER131W
YER131W	intergenic*YER131W_snR4
intergenic*YER131W_snR4	snR4
snR4	intergenic*snR4_YER132C
intergenic*snR4_YER132C	YER132C
YER132C	intergenic*YER132C_snR52
intergenic*YER132C_snR52	snR52
snR52	intergenic*snR52_YERCdelta14
intergenic*snR52_YERCdelta14	YERCdelta14
YERCdelta14	intergenic*YERCdelta14_YER133W
intergenic*YERCdelta14_YER133W	YER133W
YER133W	intergenic*YER133W_tH(GUG)E2
intergenic*YER133W_tH(GUG)E2	tH(GUG)E2
tH(GUG)E2	intergenic*tH(GUG)E2_YERCsigma3
intergenic*tH(GUG)E2_YERCsigma3	YERCsigma3
YERCsigma3	intergenic*YERCsigma3_YERCdelta15
intergenic*YERCsigma3_YERCdelta15	YERCdelta15
YERCdelta15	intergenic*YERCdelta15_tK(CUU)E2
intergenic*YERCdelta15_tK(CUU)E2	tK(CUU)E2
tK(CUU)E2	intergenic*tK(CUU)E2_YERCdelta16
intergenic*tK(CUU)E2_YERCdelta16	YERCdelta16
YERCdelta16	intergenic*YERCdelta16_YERCtau3
intergenic*YERCdelta16_YERCtau3	YERCtau3
YERCtau3	intergenic*YERCtau3_YER133W-A
intergenic*YERCtau3_YER133W-A	YER133W-A
YER133W-A	YER134C
YER134C	intergenic*YER134C_YER135C
intergenic*YER134C_YER135C	YER135C
YER135C	intergenic*YER135C_tV(AAC)E1
intergenic*YER135C_tV(AAC)E1	tV(AAC)E1
tV(AAC)E1	intergenic*tV(AAC)E1_ARS518
intergenic*tV(AAC)E1_ARS518	ARS518
ARS518	intergenic*ARS518_YER136W
intergenic*ARS518_YER136W	YER136W
YER136W	intergenic*YER136W_YER137C
intergenic*YER136W_YER137C	YER137C
YER137C	YER137W-A
YER137W-A	intergenic*YER137W-A_SCR1
intergenic*YER137W-A_SCR1	SCR1
SCR1	ARS519
ARS519	YERWdelta17
YERWdelta17	intergenic*YERWdelta17_tI(AAU)E1
intergenic*YERWdelta17_tI(AAU)E1	tI(AAU)E1
tI(AAU)E1	intergenic*tI(AAU)E1_YERCTy1-1
intergenic*tI(AAU)E1_YERCTy1-1	YERCTy1-1
YERCdelta19	intergenic*YERCTy1-1_YER138W-A
YERCTy1-1	intergenic*YERCTy1-1_YER138W-A
YER138C	intergenic*YERCTy1-1_YER138W-A
YERWdelta21	intergenic*YERCTy1-1_YER138W-A
YER137C-A	intergenic*YERCTy1-1_YER138W-A
YERCdelta20	intergenic*YERCTy1-1_YER138W-A
intergenic*YERCTy1-1_YER138W-A	YER138W-A
YER138W-A	intergenic*YER138W-A_YER139C
intergenic*YER138W-A_YER139C	YER139C
YER139C	intergenic*YER139C_YER140W
intergenic*YER139C_YER140W	YER140W
YER140W	intergenic*YER140W_YER141W
intergenic*YER140W_YER141W	YER141W
YER141W	intergenic*YER141W_YER142C
intergenic*YER141W_YER142C	YER142C
YER142C	intergenic*YER142C_YER143W
intergenic*YER142C_YER143W	YER143W
YER143W	intergenic*YER143W_YER144C
intergenic*YER143W_YER144C	YER144C
YER144C	intergenic*YER144C_YER145C
intergenic*YER144C_YER145C	YER145C
YER145C	intergenic*YER145C_YER145C-A
intergenic*YER145C_YER145C-A	YER145C-A
YER145C-A	YER146W
YER146W	intergenic*YER146W_YER147C
intergenic*YER146W_YER147C	YER147C
YER147C	intergenic*YER147C_YER147C-A
intergenic*YER147C_YER147C-A	YER147C-A
YER147C-A	YER148W
YER148W	intergenic*YER148W_YER148W-A
intergenic*YER148W_YER148W-A	YER148W-A
YER148W-A	YER149C
YER149C	intergenic*YER149C_YER150W
intergenic*YER149C_YER150W	YER150W
YER150W	intergenic*YER150W_tV(AAC)E2
intergenic*YER150W_tV(AAC)E2	tV(AAC)E2
tV(AAC)E2	intergenic*tV(AAC)E2_YER151C
intergenic*tV(AAC)E2_YER151C	YER151C
YER151C	intergenic*YER151C_YER152C
intergenic*YER151C_YER152C	YER152C
YER152C	YER152W-A
YER152W-A	YER153C
YER153C	intergenic*YER153C_YER154W
intergenic*YER153C_YER154W	YER154W
YER154W	intergenic*YER154W_YER155C
intergenic*YER154W_YER155C	YER155C
YER155C	intergenic*YER155C_YER156C
intergenic*YER155C_YER156C	YER156C
YER156C	intergenic*YER156C_YER157W
intergenic*YER156C_YER157W	YER157W
YER157W	intergenic*YER157W_tE(UUC)E3
intergenic*YER157W_tE(UUC)E3	tE(UUC)E3
tE(UUC)E3	intergenic*tE(UUC)E3_YERWdelta22
intergenic*tE(UUC)E3_YERWdelta22	YERWdelta22
YERWdelta22	intergenic*YERWdelta22_YER158C
intergenic*YERWdelta22_YER158C	YER158C
YER158C	intergenic*YER158C_YER158W-A
intergenic*YER158C_YER158W-A	YER158W-A
YER158W-A	YER159C
YER159C	intergenic*YER159C_tR(ACG)E
intergenic*YER159C_tR(ACG)E	tR(ACG)E
tR(ACG)E	intergenic*tR(ACG)E_YERCTy1-2
intergenic*tR(ACG)E_YERCTy1-2	YERCTy1-2
YERCdelta23	intergenic*YERCTy1-2_ARS520
YERCTy1-2	intergenic*YERCTy1-2_ARS520
YER160C	intergenic*YERCTy1-2_ARS520
YER159C-A	intergenic*YERCTy1-2_ARS520
YERCdelta24	intergenic*YERCTy1-2_ARS520
intergenic*YERCTy1-2_ARS520	ARS520
ARS520	intergenic*ARS520_YER161C
intergenic*ARS520_YER161C	YER161C
YER161C	intergenic*YER161C_YER162C
intergenic*YER161C_YER162C	YER162C
YER162C	intergenic*YER162C_YER163C
intergenic*YER162C_YER163C	YER163C
YER163C	intergenic*YER163C_YER164W
intergenic*YER163C_YER164W	YER164W
YER164W	intergenic*YER164W_YER165W
intergenic*YER164W_YER165W	YER165W
YER165W	intergenic*YER165W_YER165C-A
intergenic*YER165W_YER165C-A	YER165C-A
YER165C-A	YER166W
YER166W	intergenic*YER166W_YER167W
intergenic*YER166W_YER167W	YER167W
YER167W	ARS521
ARS521	YER168C
YER168C	intergenic*YER168C_YER169W
intergenic*YER168C_YER169W	YER169W
YER169W	intergenic*YER169W_YER170W
intergenic*YER169W_YER170W	YER170W
YER170W	intergenic*YER170W_YER171W
intergenic*YER170W_YER171W	YER171W
YER171W	intergenic*YER171W_YER172C
intergenic*YER171W_YER172C	YER172C
YER172C	intergenic*YER172C_YER172C-A
intergenic*YER172C_YER172C-A	YER172C-A
YER172C-A	YER173W
YER173W	intergenic*YER173W_YER174C
intergenic*YER173W_YER174C	YER174C
YER174C	intergenic*YER174C_YER175C
intergenic*YER174C_YER175C	YER175C
YER175C	intergenic*YER175C_YER175W-A
intergenic*YER175C_YER175W-A	YER175W-A
YER175W-A	intergenic*YER175W-A_YER176W
intergenic*YER175W-A_YER176W	YER176W
YER176W	intergenic*YER176W_YER177W
intergenic*YER176W_YER177W	YER177W
YER177W	intergenic*YER177W_YER178W
intergenic*YER177W_YER178W	YER178W
YER178W	intergenic*YER178W_YER179W
intergenic*YER178W_YER179W	YER179W
YER179W	intergenic*YER179W_ARS522
intergenic*YER179W_ARS522	ARS522
ARS522	YER180C
YER180C	intergenic*YER180C_YER180C-A
intergenic*YER180C_YER180C-A	YER180C-A
YER180C-A	intergenic*YER180C-A_tI(AAU)E2
intergenic*YER180C-A_tI(AAU)E2	tI(AAU)E2
tI(AAU)E2	intergenic*tI(AAU)E2_YERWdelta25
intergenic*tI(AAU)E2_YERWdelta25	YERWdelta25
YERWdelta25	YER181C
YER181C	intergenic*YER181C_YERCdelta26
intergenic*YER181C_YERCdelta26	YERCdelta26
YERCdelta26	intergenic*YERCdelta26_YER182W
intergenic*YERCdelta26_YER182W	YER182W
YER182W	intergenic*YER182W_YER183C
intergenic*YER182W_YER183C	YER183C
YER183C	intergenic*YER183C_YER184C
intergenic*YER183C_YER184C	YER184C
YER184C	intergenic*YER184C_YER185W
intergenic*YER184C_YER185W	YER185W
YER185W	intergenic*YER185W_YER186C
intergenic*YER185W_YER186C	YER186C
YER186C	intergenic*YER186C_YERComega1
intergenic*YER186C_YERComega1	YERComega1
YERComega1	intergenic*YERComega1_YER187W
intergenic*YERComega1_YER187W	YER187W
YER187W	intergenic*YER187W_YER188W
intergenic*YER187W_YER188W	YER188W
YER188W	intergenic*YER188W_YERWomega2
intergenic*YER188W_YERWomega2	YERWomega2
YERWomega2	intergenic*YERWomega2_TEL05R
intergenic*YERWomega2_TEL05R	TEL05R
TEL05R	NA
YER188C-A	NA
ARS523	NA
YER189W	NA
YER190W	NA
YER190C-A	NA
YER190C-B	NA
TEL06L	intergenic*TEL06L_YFL062W
